BTC,ETH,DXY,Gold,Tether
0.022246091251494793,0.03934798674487672,0.0018503048057347815,-0.0043671837336585195,9.999999999998899e-05
-0.03909741513837117,0.05642109103068815,0.0007624333027433927,0.014155914437893324,0.0
-0.004710538638202699,-0.08323408792405929,-0.00010893051622740124,0.0035668145818121832,-0.00015332311179239166
0.09057008185336124,0.008621584421266482,0.000217832236889981,-0.001007472084627703,6.666666666643728e-05
-0.027015375645623618,0.0534561965811966,0.0007631090996476075,0.0037818304059165087,0.0
-0.03801861431397058,-0.012382153239038352,-0.0014151752513044125,-0.009237553025228773,0.0
-0.023498646923082456,-0.15589260504637847,-0.0040117314102223744,0.0,-0.00036653227150040824
-0.0016250703654625553,-0.06323412523182903,0.0037001197486137283,-0.0010985606039266571,0.0
0.0703987664103154,0.004959199413519633,0.008339756666512432,0.0031583103039873883,0.00013335111348156126
0.005460923279860586,-0.07306067256483062,0.006516412563326579,0.04612919547984484,-0.00010000333344439838
0.04999907330795916,-0.011803738173033707,0.00022098984382412645,0.0023377670294235653,-3.333333333321864e-05
0.007348926774632947,0.029923884483040286,-0.00044170716523195264,0.0002680821403677758,6.333734469832208e-05
0.04676785327379185,-0.052197060920063376,0.005328552279561416,0.008281518010291533,0.0
-0.008878679904893438,-0.04984603526721598,-0.00044386372246352224,0.004040296642832564,-0.0002566008057930391
0.012882672866889378,0.03920783180768361,0.00044406082495429544,0.0031503984327427847,-0.0004763173672640564
-0.10646410706504572,-0.029831130172213283,0.0014453029942846918,-0.0007653330518314627,0.0003998667110960419
0.0054201585701227906,-0.04542134854607094,-0.0021078544720197767,-0.0025090457702769964,0.00033333333333351867
0.03936552421750772,-0.05799134029560504,-0.003977911602209949,0.0011650074136835276,0.0
0.060815039717525776,0.05207731566146245,0.006674059918263309,-0.01272082936633867,0.0
-0.03908490625553118,0.03201980731913867,0.0007792496765168799,0.019394069272186787,0.00015002250337547984
-0.027006230060099834,-0.030435640389137042,-0.0022214484307615523,-0.0017868873998161394,-0.00044986504048782905
0.03323223285301169,-0.11690207611495151,0.0006668667259435157,0.00031589754389660385,-0.0007993605115906854
0.07874788788993992,-0.043685416948267664,-0.0007774322436980841,-0.004473801942156408,-0.0005991611743560998
0.018323155090780974,0.06867370355158253,0.004462315980168663,0.004388167807766408,0.00036628816889239246
-0.026004330140103282,0.02154618715822032,-0.0021151396612457685,-0.006711409395973145,0.0
0.011885223556369562,0.24683166975016713,-0.0021105866066626344,-0.0036301006889242204,-0.0005324990847676014
-0.008309340844404933,-0.12577057871787656,0.002338258597890386,-0.0022604579421854343,0.0002994211191700291
0.08449481093845668,0.10986836574971903,-0.004213371677273203,0.0012793858947703907,0.00013309376455694633
-0.08455514072804926,-0.2676779113155985,0.004902529247911014,0.005403822605547726,0.0011659285789553664
0.16349486271064162,0.031962203739931194,-0.005209498944696245,-0.01149090523974694,0.000483260510923067
0.013276403385017677,-0.0809417058065236,-0.0011071634189547819,-0.006990759341100827,0.0001500000000000945
0.06622215202170012,0.09558334737987106,-0.004738292011019385,-0.008415601229972536,-0.00036653260458940906
-0.004596558761986613,-0.051073779955928655,0.000440976743919963,-0.008867852673956733,3.332289238033859e-05
0.01665095372163039,-0.05770246085869957,0.006323496852934207,0.004885278296190565,-0.0006327223681664718
0.12359545301752894,0.05523157422010616,-0.0007759671962749293,-0.0008739826295952602,0.00023316301386766547
-0.01674051291854972,0.007339968551377973,-0.00022170009237387767,0.006205237548521314,-0.00016651713457893624
-0.023362198084472152,-0.003956811940094007,-0.007916371893888052,-0.002119046972207883,0.0
-0.014912220273790133,-0.007024605964395025,-0.003942624114393167,-0.012741281206610111,0.0
0.015116893150668442,0.0878529422108798,0.00021904918151971486,-0.017042164189394193,-0.0006662228512104296
-0.06991780644333045,-0.05750063531602456,0.0037383618605288937,0.008696871931547223,0.00031988910500357903
-0.0006033883680365282,0.002956706505600204,0.0073943051827138895,-0.01674315116117364,0.00017991603912181908
-0.07181985879327024,0.005440800837589244,0.0,-0.002828614261873086,-0.00019986675542971177
0.021565024866441185,0.03898909276513063,-0.0032999998548014498,0.005417978611749419,-9.992339203279688e-05
0.0028753943930113213,0.04531676913959082,0.0011012664046090581,0.006743031260580068,-0.0002330999000998979
-0.017653628177884184,0.09721507554667475,-0.0005503301722393772,-0.00605330269315929,-0.00013318206037615798
0.02024338009843185,-0.02107279166303233,-0.0051461840546110915,0.004764992810218027,0.0005665149291635974
0.016143433589893785,0.01986246204151798,0.0018648309844302435,0.0033393197889775017,0.0002666669999999982
0.03945804406765241,0.016094360752242798,-0.0008767426759478392,0.005845336316599115,0.0
0.045914283959366475,0.07529334664612808,0.0018666739870429883,-0.011316872427983626,-0.0005663460703713152
-0.01260343343246939,-0.028500601268787173,-0.005351660230486277,-0.00188429845037541,-0.0007656451400684938
0.02374400300879187,-0.03403225112202524,-0.0011999563914031341,-2.817695125389985e-05,0.0007699999999999374
0.027288475575401483,0.03963697413111822,-0.00021816991562506605,-0.009721322099805585,0.0001666947825194054
